eid,input_text,pred
7QSFLU0AGAUqwnQWg3qHqQ,Great service [SEP] drying Clothes [SEP]  Great [SEP] honest businessman [SEP] fast appointment time [SEP] amazingly effective dryer cleaning [SEP] down to earth individual [SEP] poor Work ethic,i have been going to this place for about a year now and have never had a bad experience. the service is great and the technicians are amazingly friendly and professional. i have never been disappointed with any of the services i have had in a long time. i have always had a great time and the work is
7o61DDMJ1noIlDbjY-McEA,great prices [SEP] great outlets [SEP] Fair prices [SEP] clean restrooms [SEP] helpful staff [SEP] great products [SEP] lots of food choices [SEP] plenty of parking [SEP] Nice shopping experience [SEP] great addition splashpad [SEP] Nice little area [SEP] not too crowded kids [SEP] Great trip [SEP] Super nice employees [SEP] nice meal,this is a great option for a quick meal. the food is great and the prices are reasonable. the staff is nice and helpful. they have a nice variety of foods to choose from. the parking lot is great as well. the store is always clean and the restrooms are nice and clean. they have lots of parking and
4DVqziHGABcYUUw_E36c5g,amazing shark tank [SEP] great time [SEP] $ 5 Parking [SEP] small place [SEP] basic aquarium [SEP] enjoy family friendly [SEP] really cool building [SEP] always fascinating sharks [SEP] Costumed staff [SEP] nice assortment of souvenirs [SEP] well done exhibits [SEP] extremely friendly staff [SEP] smaller crowds [SEP] nice little aquarium [SEP] not at par aquariums,this is a really nice little place to enjoy a nice time. the staff is extremely friendly and the layout of the building is nice and clean. the only thing i wish would say is that it is a bit pricey compared to other malls i have seen in the area. the only reason i didn't give 5 stars
5CJOaZc8Muu8WothauxQ4g,really good Pizza [SEP] favorite pizzas [SEP] super friendly staff [SEP] Great service [SEP] Love veal hot dogs [SEP] quick bite [SEP] Nice little place [SEP] thin New York slice [SEP] big slices [SEP] fantastic Pizza Forte [SEP] recommend pesto chicken pizza [SEP] fresh food [SEP] huge slice [SEP] a little small place [SEP] not unfriendly employees,i love this place. the employees are super friendly and the service is fantastic. the food is really good. i love the thin crust pizza and the pizza is huge. the pizza crust is a little thin but the pizza slices are huge. i would recommend this place if you are looking for a quick bite to eat. the
7ABOYoF6DeUnX-jTYH14wA,Good Hickory Cheeseburger [SEP] Good Service [SEP] super friendly server [SEP] Good mashed potatoes [SEP] great appetizer buns [SEP] handling server [SEP] poor Service [SEP] Very good biscuits [SEP] very rude dinner [SEP] good place [SEP] very nice hostess [SEP] very helpful server [SEP] very polite [SEP] very fresh food [SEP] great atmosphere,the food was very good and the service was very good. our server was very friendly and very helpful. the atmosphere was great and the server was super helpful. we had a great server who was very nice and helpful. the bacon cheeseburger was very fresh and had a good flavor. the fries were good but the bacon was
1ZgqJjtb91E9tOKhKrzsuw,favorite restaurant [SEP] Great ambiance [SEP] ok Food [SEP] large portions [SEP] not recommend place [SEP] friendly staff [SEP] amazing drinks [SEP] great deals [SEP] awesome Early Bird prices [SEP] incredible flour spinach chips [SEP] best waiter [SEP] awesome Food [SEP] good margaritas [SEP] good deal Happy hour [SEP] good Mexican restaurant,"this is one of my favorite mexican restaurant in the area. the food is amazing, the drinks are good, the prices are good, and the service is awesome. the staff is friendly, the ambiance is great, and the ambiance of the restaurant is awesome. i would recommend this place to anyone looking for a great place to have a"
1xO2LvScpcMfl2BNm1aISg,a bit spotty service [SEP] amazing masseuse [SEP] recommend dry sauna [SEP] relaxing atmosphere [SEP] amazing roman baths [SEP] heated lounge chairs [SEP] positive reviews [SEP] do saunas [SEP] Great facilities [SEP] top notch service [SEP] high Prices [SEP] busy Saturdays [SEP] favorite ice room [SEP] fantastic coconut oil wrap [SEP] enjoyed spas,i have been to this location a few times and have never been disappointed. the service is amazing and the atmosphere is relaxing. the spa is a bit of a wait but the amenities are worth it. the massage chairs are amazing and they have a great private room for the most part. the service was top notch and
0kB69ewW3BVse8EhU4kxrQ,absolutely gorgeous looking cakes [SEP] gorgeous place [SEP] wonderful desserts [SEP] very nice hot drinks [SEP] super sweet owner [SEP] enjoyed place [SEP] recommend salted caramel [SEP] exotic flavours [SEP] enjoy treats [SEP] very good Eclairs [SEP] stuffed full shoe pastry [SEP] YUM passionfruit [SEP] perfect Macarons [SEP] excellent presentable little pastries [SEP] Very wide selection of macaron,"i really enjoy this place. the owner is very nice and the place is super cute. they have a wide selection of flavors to choose from. the macaroons are very good, and the cakes are perfect. i highly recommend the salted caramel and the salted caramel. they also have a very large selection of baked goods to choose from"
6uV3KMOo8YQofuNUs4D9pA,good fresh food [SEP] VERY clean place [SEP] fresh salads [SEP] healthy smoothies [SEP] delectable desserts [SEP] freshly baked breads [SEP] Horrible customer service [SEP] nice employee [SEP] authentic deli [SEP] higher price [SEP] enjoy eating [SEP]  Great lunch [SEP] friendly staff [SEP] very good Everything [SEP] pretty good BLT,this is a very good place to go for breakfast and lunch. the staff is very friendly and the food is fresh and delicious. the soups are freshly made and the baked goods are fresh and tasty. they have a good variety of desserts and sandwiches to choose from. the cookies are very good as well. the price is
7u0DEiUxTO3rAJ7C8ak46Q,good experience [SEP] great place [SEP] so kind courteous [SEP] piercing shop [SEP] nice people [SEP] free piercings [SEP] wonderful piercer [SEP] best location [SEP] enjoyed time [SEP] $ 25 piercing [SEP] very rough with lip [SEP] swollen guy [SEP] horrible experience [SEP] stellar expierence,i had a wonderful experience with this place and the people were very kind and helpful. the shop was very clean and the shop had a good amount of work to choose from. i was in and out in less than an hour and a half later i was able to get my hair done in a timely manner.
tllXdfvXTeNEwcAQxRxCCq,Amazing pizza [SEP] AMAZING deep dish pizza [SEP] free sauce [SEP] so fresh everything [SEP] grilled meat toppings [SEP] favourite cheese blend [SEP] hardly any lunch [SEP] cooked well crust [SEP] love garlic sauce [SEP] reasonable prices [SEP] exeptional service [SEP] Amazing ingredients [SEP] killer Garlic bowl [SEP] incredibly filling baby size [SEP] epic wall,"this is our go - to spot for lunch or dinner. the service is amazing and the prices are extremely reasonable. the pizza is amazing, the crust is fresh and the sauce is amazing. i love the sauce on the pizza and the toppings are amazing. the sauce that comes with it is the perfect amount of sauce and"
TnRQBfWskwNtAuTxTzTwez,great food [SEP] great prices [SEP] Excellent place for breakfast or lunch [SEP] always pleasantly surprised [SEP] nice place [SEP] fine `` burger restaurant [SEP] AMAZING place [SEP] fantastic employees [SEP] unbelievable Panini [SEP] hidden gem [SEP] great service [SEP] wonderful little market [SEP] award winning burger [SEP] best burgers [SEP] friendliest owner,this place is a gem. the food is fantastic and the service is fantastic. the employees are a great place for lunch and dinner. the burgers are the best i've had in a long time. they also have a great lunch menu and the prices are a little steep for the amount of food you get. i had the
7gjYJ6leqm2IMJXNpKvIlw,Terrible service [SEP] Perfect Cheese Steak [SEP] few Capistrami [SEP] no - frills shop [SEP] really reasonably priced sandwiches [SEP] fantastic deli sandwich [SEP] lacking quality control [SEP] cold bread [SEP] Great food,"this is a fantastic deli sandwich shop. the service is fantastic, the food is reasonably priced for the quality and the quality of the food makes up for it. i had the steak sandwich and it was terrible. the bread was really cold and the bread tasted like it had been sitting out for a while. the only thing"
0XHMciYfPq7HzEiLCknaCA,super happy and friendly staff [SEP] good Food [SEP] disappointed fees [SEP] 5 star sandwich joint [SEP] delicious italian [SEP] amazing flavor [SEP] soft bread [SEP] good service [SEP] HUGE sandwiches [SEP] very clean place [SEP] very sweet woman [SEP] recommend pastrami sub [SEP] fresh vegetables [SEP] Very high quality meat [SEP] Odd location,this is a very good sandwich joint in a strip mall. the staff is super friendly and the service is very good. the food is fresh and the bread is soft and soft and the meat is fresh. the meat quality is amazing. i would recommend this place to anyone looking for a good sandwich joint.
29e_OB7jRf7-5Tdn7_bd_g,best experience [SEP] awesome customer service [SEP] negative Reviews [SEP] horrible business practice [SEP] excellent communication [SEP] extremely knowledgeable of product [SEP] better price [SEP] well informed options [SEP] great to mechanics [SEP] pushy Everyone [SEP] so poorly treated,i have been going to this place for over a year now and i have never had a bad experience with this company. the customer service is excellent and everyone is extremely knowledgeable about the product and the product is excellent. i have had a great experience here and i would highly recommend them to anyone looking for a
0BbRoMwVTZgYV1oqgtsHOw,dirty Bar [SEP] good Flavor [SEP] okay place [SEP] great dance floor [SEP] plenty of bar staff [SEP] best place [SEP] good time [SEP] different prices [SEP] fun mechanical bull [SEP] terrible customer service [SEP] worse whiskey lemonade [SEP] not nice manager [SEP] better tasting whiskey lemonade [SEP] ruined night [SEP] quintessential fake country bar,this is the worst bar experience i have ever had in my life. the bar tenders are okay and the drinks are good but the prices are not the same as other places in the area. the bar staff is terrible and the manager is rude and the bar is not fun at all. the place is not clean
5QkfMhF0KgK28hMYOKngRw,50 minute wait [SEP] very happy customer [SEP] terrible Service [SEP] dirty car [SEP] suffered quality of work [SEP]  Pathetic car [SEP] good service,i have been going to this car wash for over a year now and i have never been so happy with the quality of work. the customer service is very good and the wait is terrible. the car is dirty and the quality is terrible.
749MsdV9v1SijXaLrY23pw,little options [SEP] best sandwich bar [SEP] fabulous place [SEP] trendy atmosphere [SEP] nice place [SEP] enjoyed food [SEP] amazing singer [SEP] a nice selection The wine [SEP] decent service [SEP] Really good small plates [SEP] great for Patio [SEP] perfect for wine flights [SEP] attentive service [SEP] really great quality food [SEP] seamless valet parking,"this is a great place for a date night or a date night. the food is amazing, the service is great, and the atmosphere is really nice. they have a nice wine selection and a nice selection of wine. the wine selection is a little small but the food and wine selection are fantastic. the service was attentive and"
4POPYEONJpkfhWOMx_PyGg,excellent service [SEP] Amazing meal [SEP] excellent Food [SEP] no pickled vegetables [SEP] very comfortable ambiance [SEP] beautiful decor [SEP] fresh cracked pepper [SEP] low wine [SEP] complete attention to detail crumber [SEP] delicious caesar salad [SEP] cooked scallops [SEP] unbelievable pairings [SEP] seamless sauce [SEP] crisped Chilean sea bass [SEP] delightful truffle mac and cheese,this was an amazing meal. the ambiance was beautiful and the service was excellent. the food was excellent. i had the filet mignon and it was cooked to perfection. my wife had the lobster ravioli and i had to start with it because it was the best i have ever had. my husband had the prime rib which was
4gXdyihRiytmXEAfqLNMBw,good Food [SEP] always fresh bread [SEP] good Service [SEP] like the pasta [SEP] loved mac n cheese [SEP] not very happy pasta [SEP] favorite place [SEP] open floor plan [SEP] nice sauce [SEP] fantastic Beet salad [SEP] a bit salty roasted Brussel and [SEP] nice experience [SEP] tasty House cabernet [SEP] yummy Chopped Gorgonzola salads [SEP] favorite waiter,i really liked this place. the food was very tasty and the service was good. the waiter was very nice and attentive. i had the pasta and it was fresh and delicious. my favorite dish was the pasta salad. the bread was a bit too salty for my taste. the pasta was a little too spicy for my taste
3hmoQIAUaYF9u_QaxfjwwQ,good Service [SEP] good food [SEP] excellent burger [SEP] a bit Ambiance [SEP] good view [SEP] exceeded my expectations pizza [SEP] not a bad casual hangout [SEP] and great menu [SEP] AWESOME WINGS [SEP] Honey limited wings [SEP] lacked salt Burgers [SEP] smartest bunch hostesses [SEP] OK food [SEP] tough chicken [SEP] tasty Strawberry chicken salad,the food was good but the service was a little slow and the ambiance was awesome. the wings were ok but the chicken wings were a bit dry. the chicken wing was a bit dry and the fries were a little overcooked for my taste. the wings and wings were good but a bit on the small side. the
2r6UD7ExSMrK0LGeglquDA,good sushi place [SEP] best service [SEP] amazing everything [SEP] legitimate place [SEP] decent portions [SEP] excellent food quality [SEP] warm smile [SEP] buttery flavors [SEP] creative sushi tapas section [SEP] favorites fish [SEP] amazing winterberry cocktail [SEP] fresh juice [SEP] perfect smoked salmon nigiri [SEP] favorite blazing shrimp [SEP] low key neighborhood spot,this is one of the best sushi place i've been to in a long time. everything on the menu is fresh and the service is amazing. the food is amazing and the portions are extensive. the fish is fresh made to order and the fish quality is top notch. the fish and chips are the best i've ever had.
0bjFYstj8USMzEV4ZQldjA,unbelievably good coffee [SEP] Best coffee shop [SEP] great coffee shop [SEP] too high prices [SEP] $ 2 Medium coffee [SEP] Cool spot [SEP] better coffee community [SEP] extremely nice and knowledgeable owners [SEP] great atmosphere [SEP] super friendly staff [SEP] Nice place [SEP] metered street parking,this is the best coffee shop i have been to. the atmosphere is super nice and the staff is extremely friendly. the coffee is great and the prices are more than reasonable. the coffee shop is a nice place to hang out with friends and have a coffee and a cup of coffee. the coffee and coffee are great
1e6Xtmd4BetTnsoRCK3J5g,Delicious cup of [SEP] Great service [SEP] super clean nice location [SEP] comfy brown lawyer seats [SEP] non fat vanilla iced tea [SEP] most comfortable coffee shop [SEP] comfy chairs [SEP] little tables [SEP] big water container [SEP] happy workers [SEP] happy customers [SEP] $ 9 for sandwich,this is a great little coffee shop with comfy tables and comfy chairs. the service was great and the workers were super nice and happy to answer any questions i had. the iced tea was delicious and the iced iced tea is the most delicious i've had in a long time. i will definitely be back.
4oUBoG5Ui48wUSvy2rS4VQ,amazing shop [SEP] relaxing experience [SEP] terrible product [SEP] worse customer service [SEP] love eyelash extensions [SEP] awsome lashes [SEP] super soft volume lashes [SEP] awesome lashes [SEP] friendly Jenny [SEP] exceptional place [SEP] soft lashes [SEP] Amazing customer service [SEP] friendly staff [SEP] amazing suggestions,this place is amazing! the customer service is top notch and the staff is super friendly and welcoming. i love the fact that they do a great job on my lashes and my lashes look amazing. i have been coming here for over a year and have never had a bad experience. my lashes are always soft and the
57_msr8gjNakjGO-1f6B_g,quite consistent place [SEP]  Yummy [SEP] enjoy broth [SEP] very small portion [SEP] pretty standard interior [SEP] authentic taste [SEP] good grasp of Vietnamese pho soup broth [SEP] thicker vermicelli noodles [SEP] Great service [SEP] cheap prices [SEP] 4 star experience [SEP] pink chicken [SEP] Good decent pho [SEP] boiling flavours [SEP] nice menu,"this is my go - to pho place for pho. the pho broth is very good and the broth is decent. the broth of the pho is decent, but the broth isn't the best i've ever had. the broth has a lot of flavour in it and the noodles are decent. the service is generally fairly consistent and the"
1rebduwtmrHQhl32djRS7A,recommend place [SEP] amazing sesame bread [SEP] huge sandwich [SEP] family run establishment [SEP] sandwiches best [SEP] firm taste [SEP] older quaint building [SEP] nice restaurant [SEP] friendliest staff [SEP] best Italian subs [SEP] inexpensive sandwiches [SEP] great meats [SEP] bread great toasted [SEP] friendly staff [SEP] great service,this is one of the best sub sandwiches i have had in a long time. the bread is great and the bread bread is the best i've ever had. the bread and bread is amazing and the service is great. the staff is nice and the establishment is quaint and clean. i highly recommend this place to anyone looking
2YZ0gKvOsrdbZ7LKdxRhxA,quick service [SEP] Great customer [SEP] cracked screen [SEP] reasonably priced [SEP] broken iPhone screen [SEP] Very nice place [SEP] recommend place [SEP] super place [SEP] very reasonable price [SEP] best iPhone repair shop [SEP] best prices [SEP] Great place [SEP] great prices [SEP] great people [SEP] great workmanship,this is the best place to get repair in las vegas. they have great customer service and a very reasonable price. the place is great and the people that work there are very nice. i would highly recommend this place to anyone looking for a great place to take care of your car. they have a great selection of
0uwQIGlKICIYuRtayVnh7g,rude staff [SEP] out of several ingredients store [SEP] hot Pasta [SEP] complicated Menu [SEP] stupid Italian [SEP] awkward food [SEP] over ripe avocado [SEP] mush salsa [SEP] Nice place [SEP] good food [SEP] favorite of mind Spicy Sausage [SEP] perfect Italian Sodas [SEP] cold food [SEP] long lines,"this is my favorite italian place in the area. the food is good, the staff is nice, and the menu is nice and the food comes out cold. the menu has changed over the past few years. the food has always been hot and fresh. the pasta is hot and fresh and the hot sauce is hot. the menu"
7w99ECXyIR32SKLyMKOLaw,great handyman [SEP] extremely late to scheduled appointment [SEP] very reasonable rates [SEP] extremely friendly Steve [SEP] installed overhead storage racks [SEP] glowing reviews [SEP] Fantastic service [SEP] prompt Justin [SEP] very courteous ceiling fan [SEP] very busy guy [SEP] trustworthy individual [SEP] challenging problems,i have been using this company for a few years now and i have never been disappointed. the service is very prompt and the crew is very friendly and professional. i am very pleased with the level of service and the level and quality of the work they provide. i highly recommend them to anyone looking for a great
lcgeIsvzOLYUgsgJTpvkOx,amazing flavors [SEP] 70% malt chocolate gelato [SEP] perfect delivery system [SEP] great price [SEP] Amazing array of flavors [SEP] must churro [SEP] Fabulous ambience [SEP] delectable treats [SEP] best gelato spots [SEP] beyond amazing Coco chili gelato [SEP] genius mixologists [SEP] like place [SEP] delish passion fruit [SEP] sketchy location [SEP] really friendly Staff,"i really like this place! the flavors are amazing, the flavors and flavors are amazing. the staff are really friendly and the gelato is amazing. the only thing i would say about this place is that they have the best gelato in the city. they have a great variety of flavors to choose from and the price is beyond"
8FUzCm4Q13MJMX7N6ftmQw,great service [SEP] typical menu [SEP] full of flavor food [SEP] messed order [SEP] very quick on delivery [SEP] Really good honey walnut shrimp [SEP] pleased experience [SEP] pretty good food [SEP] pretty good portions [SEP] absolutely fantastic place [SEP] super friendly service [SEP] die for egg rolls [SEP] huge portions [SEP] better leftovers [SEP] top - quality everything,the food was really good and the portions were huge. the service was really friendly and quick. the food came out quick and everything was pretty good. the portions are huge and the quality of the food is top notch. i had the shrimp egg rolls and they were both very good. the egg rolls were also really good.
2um9bzTSvD3f2tkdBoA38g,great patio [SEP] great staff [SEP] friendly staff [SEP] delicious food [SEP] divine drinks [SEP] not a deal service [SEP] little tough octopus [SEP] drowning brussels sprouts [SEP] very good eggplant burger [SEP] was The smoked trout [SEP] smoky flavor [SEP] not local octopus [SEP] cute feel [SEP] great place [SEP] small price tag,this is a cute place with great staff. the service was great and the staff was very friendly. the food was delicious and i had the grilled octopus which was delicious but the octopus was a little too salty for my taste. i also had the smoked salmon which was delicious. the cocktails were a little small for the
07jQarxKd_8J_AJHD5YBqQ,good food [SEP] amazing meal [SEP] Friendly staff [SEP] cool staff [SEP] better rating [SEP] awesome owners [SEP] appreciate options [SEP] canned salsa [SEP] microwaved Sweet Potato fries [SEP] smaller portions [SEP] confused cashier [SEP] smaller wraps [SEP] cluttered cooking line [SEP] horrible smell [SEP] pretty tasty peach pear smoothie,the staff was friendly and the food was amazing. i had the sweet potato fries and it was amazing. the sweet and sour wrap was smaller than i have had in a long time. i also had the strawberry lemonade which was amazing. my friend had the carne asada burrito and it looked like it had been sitting out
ELPtupAZfypxhTcMdhOIrP,friendly Staff [SEP] better tasting burgers [SEP] Very clean place [SEP] excellent fries [SEP] huge disappointment burger [SEP] excellent service [SEP] clean environment [SEP] fast service [SEP] delicious food [SEP] very friendly family [SEP] pretty hard restaurants [SEP] seasoned Frys [SEP] Great shakes [SEP] great banana shake [SEP] tiny place,this is a great place with excellent service and friendly staff. the place is very clean and the food is excellent. the burgers are huge and juicy and the fries are excellent. the shakes are the best i've had in a long time. the fries and shakes are also excellent. the staff is friendly and the service is great.
4M09MJwxRx8utAgEntFVrQ,mediocre food [SEP] horrendous service [SEP] 40 mins food [SEP] ridiculous wait [SEP] very basic menu items [SEP] One hour wait [SEP] uber loud music [SEP] Simple bar [SEP] simple menu [SEP] recommend salmon sliders [SEP] packed bar area [SEP] messed up drink order [SEP] never checked on us waitress [SEP] lackluster service [SEP] good apps,"the food was mediocre at best. the service was very good and the drink menu was simple but the wait for the table was long. the wait was very long, but it was worth the wait. i would not recommend this to anyone looking for a low key bar in the area. the food menu is simple and the"
55X2pom73IhiP19UFXpfPA,pretty clean hotel [SEP] Great place [SEP] big Rooms [SEP] great bed [SEP] noisy place [SEP] poor service [SEP] massive delays [SEP] rude hotel staff person [SEP] ready room [SEP] friendly Staff [SEP] relaxing pool [SEP] smooth and easy Check in [SEP] awesome Ben [SEP] good advice [SEP] Very refreshing pool,"this place is great! the hotel is clean, the staff is friendly and helpful. the rooms are spacious and the beds are comfortable. the room is spacious and well maintained. the room was clean and the bed was comfortable. the service was great and the staff was friendly. the hotel was pretty good and clean. i would stay here"
4uZkUUbl6dr_bjmS2QNnbA,great nails [SEP] very nice everyone [SEP] clean Salon [SEP] wonderful place [SEP] free water [SEP] awesome customer service [SEP] super trendy salon [SEP] cute inside [SEP] recommend place [SEP] Good energy [SEP] friendly and efficient gentleman [SEP] beautiful Place [SEP] amazing owner [SEP] great nail techs [SEP] fun atmosphere,this place is super cute and clean. the owner is very nice and friendly and the place is very clean. the salon is beautiful and has a great vibe to it. the customer service is amazing and everyone is so nice and friendly. i would recommend this place to anyone looking for a good nail salon and a great
7k5F32LULnjplZVQdI4DdQ,Great beer selection [SEP] excellent Food [SEP] Great place [SEP] easy parking options [SEP] Great little corner location [SEP] slower than usual service [SEP] average patty [SEP] decent topping [SEP] Pretty standard bar fare [SEP] Plenty of TVs [SEP] Not a bad place [SEP] slow beer service [SEP] no food [SEP] ill prepared game [SEP] Huge variety of burgers,this is a great place for a quick bite to eat. the beer selection is decent and the service is excellent. they have a great selection of beer options and the food is pretty good. the burgers are a little on the pricey side for the amount of food you get. the burgers have a decent selection of toppings
7jl9EJQCGBiTyXTDXMsRIw,great mashed potatoes [SEP] extremely friendly and attentive staff [SEP] Very good steak [SEP] always good service [SEP] wonderful experience [SEP] paired perfectly with bottle of red wine [SEP] ok calamari [SEP] pretty good filet mignon [SEP] fantastic sour dough bread [SEP] amazing scallops [SEP] perfectly cooked vegetables [SEP] enjoyed meal [SEP] exceptional service [SEP] top - notch food quality [SEP] best happy hour,we had a great experience here tonight. the service was top notch and the staff was very attentive and friendly. the food was excellent and the quality of the food and service was excellent. i had the filet mignon which was cooked perfectly and the filet was cooked perfectly. my husband had the steak and he said it was
6I27BTuHI5PMvOBG4WS8NQ,good food [SEP] excellent Service [SEP] unseasoned fried eggplant [SEP] bland sauce [SEP] not recommend place [SEP] slightly above average Food [SEP] not like pizzas [SEP] nice wines [SEP] nice touch Candle light [SEP] substandard Italian [SEP] over cooked Veal [SEP] not worth Bread [SEP] Better Italian [SEP] Love restaurant [SEP] best ravioli,"i really like this place. the food was not the best italian food i have ever had, but the service was excellent and the restaurant was nice. i had the veal parm and it was the best i have had in a long time. the bread was nice and crispy and the pasta was not over cooked. i also"
01Ov9eDxKRY5k6ImMdiWLQ,incredibly authentic food [SEP] bad beef [SEP] spoiled Beef [SEP] not great service [SEP] not great service [SEP] soo good food [SEP] good food [SEP] superb yang chow [SEP] tasty beef broccoli [SEP] avoid steamed fish [SEP] freshest seafood [SEP] never disappointed dishes [SEP] AMAZING waitress [SEP] extraordinary service [SEP] welcoming atmosphere,"the service was great, the food was good, the service impeccable. our waitress was incredibly sweet and the food came out in a timely manner. i ordered the beef and beef chow mein and my husband got the beef chow fun and it was delicious. the beef was tender and flavorful. the beef skewers were not to mention the"
1x8_aJQ-iqvymhRK3SNbLg,awful awful awful AWFUL Service [SEP] 45 min for chicken nuggets [SEP] hot place [SEP] over priced drinks [SEP] okay service [SEP] misplaced card [SEP] warm horchata [SEP] bland carne [SEP] mild salsa [SEP] bland pastor [SEP] high bill [SEP] AMAZING service [SEP] great food [SEP] disappointed place [SEP] fine food,this place was awful. the service was awful and the food was awful. i ordered the carne asada tacos and they were bland and the chicken was dry. the chicken had no flavor and was very dry. the service wasn't great and the drinks were mediocre. the place was clean and the service is awful. we will not be
2QznyHGF0PuiYkrl5RU66A,amazing Food [SEP] great service [SEP] best torta spots [SEP] good bread [SEP] fresh waters [SEP] fresh Everything [SEP] amazing shakes [SEP] very clean and organized place [SEP] loved food [SEP] superior service [SEP] very place [SEP] great waitress [SEP] tucked away restaurant [SEP] authentic Mexican restaurant [SEP] Absolutely amazing Mexican,this is the best mexican restaurant i have ever been to. the service is great and the food is very fresh. the place is very clean and everything is very clean. the service was amazing and the waitress was so polite and friendly. the food was absolutely amazing. i had the carne asada burrito and my husband had the
5vTdyRqZ-wnOZ4ZANrzFOQ,not good Service [SEP] overpriced portioned [SEP] enjoy apple strudel with vanilla ice cream [SEP] hated microwave [SEP] OK dinner salad [SEP] very friendly waiter [SEP] family owned place [SEP] hard type [SEP] quick lunch [SEP] bland Schnitzel [SEP] sub - par Beer Bratwurst [SEP] delicious lentil soup [SEP] pre - packaged yellow mustard [SEP] hidden gem [SEP] homemade dish,this place is a hidden gem in a strip mall. the service was fast and the waiter was very friendly. i ordered the greek salad and it came with a side salad which was ok but nothing to write home about. the salad was good but the salad bar was very small for the price. my husband ordered the
5ID843Ti7L0aa7BQIeXNaw,excellent place [SEP] excellent job shellac nails [SEP] recommend place [SEP] professional workers [SEP] acceptable prices [SEP] less professional people [SEP] higher expectations place [SEP] packed place [SEP] nice regular pedicure [SEP] nice place [SEP] great salon [SEP] great prices [SEP] useful advice [SEP] very clean place [SEP] amazing for manicures,this is a great place to get your nails done. the place is clean and the people are very nice. the prices are a bit higher than most nail salons but they do a great job and they do an excellent job. i would recommend this place to anyone looking for a place to have a mani / pedi
4yAvytbVKHqSYAo3mkI9OA,very good Food [SEP] best lunches [SEP] delicious dish [SEP] pretty big plate [SEP] great meal [SEP] appreciate restaurant [SEP] enjoy Persian dishes- [SEP] Nice people [SEP] juicy beef tikka [SEP] yummy Bolanee [SEP] prepared dough [SEP] really off the charts beef kabob [SEP] authentic afghan food [SEP] super - generous portions [SEP] amazing price,one of the best persian food i've had in a long time. the people are super nice and the food is delicious. the beef kabob plate is delicious and the price is very generous and the portions are pretty big for the price. the beef kebab plate is really good as well. the people who work there are super
7v91woy8IpLrqXsRvxj_vw,good Food [SEP] Slow service [SEP] Orgasmically delicious pulled pork eggs benny [SEP] great friendly sevice [SEP] fresh baked [SEP] really nice and Patio [SEP] busier place [SEP] packed service [SEP] good Atmosphere [SEP] big place [SEP] small sitting area [SEP] below average Food [SEP] nice Presentation [SEP] good taste [SEP] fine service,"the food was good and the service was friendly and prompt. the atmosphere was nice, and the atmosphere is really nice. the place is small but the service is slow. the food is good. i had the pulled pork sandwich and my husband had the brisket and he said it was good. the baked potato was good but the"
0oh91u-VcUopMsdHJvF-CQ,probably worst Dunkin [SEP] small donuts [SEP] always so dry donuts [SEP] dry donuts [SEP] better and cheaper donuts [SEP] extremely friendly staff [SEP] not that good donuts [SEP] yuck Ice tea [SEP] extra ice [SEP] Nice staff [SEP] right order [SEP] very fast service [SEP] Decent doughnut shop [SEP] regular glazed doughnut [SEP] hit or miss wait time,this is the worst donut shop i have ever been to. the staff is always very friendly and the service is fast. the donuts are always dry and the donuts were soggy. the donuts and donuts are not worth the price. the donuts have a lot of cream cheese on them. the donuts themselves are very dry and not
5QNXZcclknB2PkfeN7FJWQ,great service [SEP] love place [SEP] delicious hush puppies [SEP] fresh water fish [SEP] Amazing food [SEP] on point Greens [SEP] bomb with honey butter hushpuppy [SEP] ok Gator bites [SEP] I loved [SEP] great decor [SEP] best collard greens [SEP] perfect crab legs [SEP] cooked perfectly all you can [SEP] great experience [SEP] nice touch salad bar,i love this place! the food is great and the service is amazing. i love the decor and the place is nice and clean. i had the mahi mahi and it was amazing. the fish was cooked perfectly and the batter was on point. i also had the fish and chips and it came with the perfect amount of
BSQXSnjzPJdyYTeOoPsnXd,amazing food [SEP] rude redhead [SEP] favorite Burrito Bowl [SEP] worst Chipotle [SEP] little bit more steak [SEP] extra Guac [SEP] always fresh foods [SEP] ALWAYS busy location [SEP] fairly young employees [SEP] great service [SEP] lonnnnnnnnng lines [SEP] not cooked all the way Rice [SEP] lukewarm Food [SEP] flavorless Salsas [SEP] long wait,"this location is a little slow and the food is always fresh. the service is usually slow, but the employees seem to be rude. the food has always been fresh and the burritos are always fresh. i have had the carne asada burrito with rice and rice. the rice bowl is the worst i've ever had in my life."
MPHHNOvJwDngamQAhOiNMs,cursed location [SEP] delicious meals [SEP] beautifully decorated restaurant [SEP] favorite place [SEP] wonderful experience [SEP] flirty menu [SEP] sultry cocktails [SEP] knowledge staffs [SEP] unforgettable spirits [SEP]  Superb dining [SEP] warm cheddar bisquits [SEP] thick potato chip snack [SEP] Great draft beer selection [SEP] amazing burger [SEP] terrible Location,this is one of my favorite places to go for a quick bite to eat. the location is beautiful and the decor is warm and inviting. the menu has a great selection of craft beers on tap. i had the tuna burger and it was delicious. i also had the mushroom burger which was delicious. my husband had the
